ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300mg TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@0@60@0@@0
168S0374213@SILDENAFIL 50mg TABLETA | CAJA X 4. GEN-FAR S.A@SILDENAFIL@136@193@79@@4
198S0374216@EROXIM 50mg TABLETA | CAJA X 2. LAFRANCOL@SILDENAFIL@6@0@12@@0
198S0374215@EROXIM 50mg TABLETA | CAJA X 4. LAFRANCOL@SILDENAFIL@34@0@68@@0
1106S0394223@SI-METICON 125mg TABLETA | CAJA X 20. NEVOX FARMA@SIMETICONA@0@120@0@@1660
164S0410001@VYTORIN 10mg/20mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SIMVASTATINA+EZETIMBA@14@0@28@@0
1125S0410002@EZETIMIBA + SIMVASTATINA 10/40mg TABLETA | CAJA X 30. PROCAPS@SIMVASTATINA+EZETIMBA@240@289@191@@28
1112S0414239@TIAZOMET S 10/20mg TABLETA | CAJA X 28. SIEGFRIED@SIMVASTATINA+EZETIMBA@57@56@58@@0
1110S0434249@JANUVIA 100mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA@644@0@1288@@0
1109S0434248@JANUVIA 50mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA@448@196@700@@0
164S0444250@JANUMET 50/1000mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@3297@1582@5012@@0
164S0444251@JANUMET 50/500mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@266@560@0@@0
1110G0040097@JANUMET  50/850mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@350@252@448@@0
1110S0440001@JANUMET 50/850mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@266@0@532@@0
1403S0480001@HIPERTON 5% SOLUCION OFTALMICAS | FRASCO X 10ML. QUIFARMED@SOLUCION SALINA HIPERTONICA@0@0@1@@0
1161S0960001@SPIRULINA 400mg CAPSULA | FRASCO X 90. VARIOS E IMPORTADOS@SPIRULINA@0@90@0@@0
1109S0144145@DIP SUSPENSION  1g/5ml SUSPENSION ORAL | FRASCO X 200mL. MERCK@SUCRALFATO@2@1@4@@1
1138S0144146@ALSUCRAL TABLETAS  1g TABLETA | CAJA X 20. ROPSOHN@SUCRALFATO@7552@5574@9531@@120
1N001S0550001@SUERO FISIOLOGICO 0.9% SOLUCION NASAL | FRASCO X 30ml. NAKUCH LTDA@SUERO FISIOLOGICO@29@23@35@@0
1138S0204156@ROSULFANT 500mg TABLETA | CAJA X 10. ROPSOHN@SULFASALAZINA@1320@1500@1140@@1580
180S0580004@SULFATO DE ZINC 2mg/ml SOLUCION ORAL | FRASCO X 120ml. HUMAX@SULFATO DE ZINC@28@0@56@@66
150H0112381@SULFATO FERROSO 300mg TABLETA | CAJA X 500. ECAR@SULFATO FERROSO@1830@2740@920@@82200
199H0112385@SULFATO FERROSO JARABE 600mg/15ml SOLUCION ORAL | FRASCO X 120mL. LAPROFF@SULFATO FERROSO@12@7@17@@392
199H0112386@SULFATO FERROSO GOTAS 125mg/ml SOLUCION ORAL | FRASCO X 20mL. LAPROFF@SULFATO FERROSO@18@37@0@@15
150H0112378@SULFATO FERROSO 200mg TABLETA | CAJA X 500. ECAR@SULFATO FERROSO@410@630@190@@7490
189T0424425@PROGRAF XL RETARD 1mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@1200@0@2400@@100
1428T0424428@PROGRAF XL RETARD 0.5mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@35@70@0@@2500
189T0424427@PROGRAF XL RETARD 3mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@0@30@0@@400
189T0424426@PROGRAF XL RETARD 5mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@340@0@680@@0
1125T0424427@CROMUS 0.1% UNGUENTO | TUBO X 15gr. PROCAPS@TACROLIMUS@3@0@6@@0
168T0430001@TADALAFILO 5mg TABLETA | CAJA X 28. GEN-FAR S.A@TADALAFIL@28@0@56@@0
1115T0430001@IRTAL 20mg TABLETA | CAJA X 8. NOVAMED@TADALAFIL@2@16@0@@264
1157T0024288@TAXUS 20mg TABLETA | CAJA X 100. TECNOFARMA@TAMOXIFENO (CITRATO)@835@0@1670@@0
1168T0440171@TAMSULOSINA RETARD 0.4mg CAPSULA | CAJA X 30. GEN-FAR S.A@TAMSULOSINA@105@0@210@@0
1101T0440001@DEMULIN ER RETARD 0.4mg CAPSULA | CAJA X 30. LEGRAND@TAMSULOSINA@6945@1760@12130@@0
1157T0444435@TAMSULON 0.4mg CAPSULA | CAJA X 30. TECNOFARMA@TAMSULOSINA@315@0@630@@0
173T1090007@PALEXIS RETARD 25mg TABLETA | CAJA X 60. GRUNENTHAL@TAPENTADOL@15@30@0@@0
173T1090003@PALEXIS RETARD 50mg TABLETA | CAJA X 30. GRUNENTHAL@TAPENTADOL@45@0@90@@0
173T1090001@PALEXIS  50mg TABLETA | CAJA X 30. GRUNENTHAL@TAPENTADOL@15@0@30@@0
198T0470001@CORDIAX 40mg TABLETA | CAJA X 30. LAFRANCOL@TELMISARTAN@75@150@0@@0
11T0470001@CORDIAX 80mg TABLETA | CAJA X 30. LAFRANCOL (ABBOTT)@TELMISARTAN@300@270@330@@0
198T0940001@CORDIAX AM 80/5mg TABLETA | CAJA X 30. LAFRANCOL@TELMISARTAN+AMLODIPINO@120@60@180@@0
1101T0940001@CARDIOCAP A 80/10mg TABLETA | CAJA X 30. LEGRAND@TELMISARTAN+AMLODIPINO@45@60@30@@150
127T0040002@CIDETOX 125mg TABLETA | CAJA X 50. BIOQUIFAR@TEOFILINA@60@30@90@@8900
168T0044299@TEOFILINA RETARD 125mg TABLETA O CAPSULA | CAJA X 30. GEN-FAR S.A@TEOFILINA@135@0@270@@0
1168T0410001@TERAZOSINA 5mg TABLETA | CAJA X 14. GEN-FAR S.A@TERAZOSINA@2835@970@4700@@6
168T0514460@TERBINAFINA 1% CREMA | TUBO X 20GR. GEN-FAR S.A@TERBINAFINA@20@0@41@@0
180T0514461@TERBINAFINA 250mg TABLETA | CAJA X 14. HUMAX@TERBINAFINA@180@217@144@@1398
1161Z9995408@TETMODISS 25mg TABLETA | FRASCO X 112. AXON PHARMA@TETRABENAZINA@112@0@224@@0
168T0074315@TETRACICLINA 500mg CAPSULA | CAJA X 100. GEN-FAR S.A@TETRACICLINA CLORHIDRATO@28@136@0@@290
1115T0990001@TIAMINA 300mg TABLETA O CAPSULA | CAJA X 600. NOVAMED@TIAMINA@329@1@658@@0
1109R0284071@NEUROBION  100+100+1mg/ml SOLUCION INYECTABLE | CAJA X 3+3. MERCK@TIAMINA+PIRIDOXINA+CIANOCOBALAMINA@0@0@1@@0
174T0584476@TINOX 2.5mg TABLETA | CAJA X 30. LAFRANCOL@TIBOLONA@45@60@30@@3920
114T1010001@BRILINTA 90mg TABLETA | CAJA X 30. ASTRA ZENECA@TICAGRELOR@30@60@0@@0
14T0930001@AZARGA  10mg+5mg/ml SOLUCION OFTALMICAS | FRASCO X 5mL. NOVARTIS@TIMOLOL + BRINZOLAMIDA@0@1@0@@0
1145T1100001@XEGREX 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SCANDINAVIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@71@39@103@@32
1151T0614484@KRYTANTEK 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SOPHIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@0@2@0@@6
131T0610001@DORPRETIM 2%+0.5% SOLUCION OFTALMICAS | FRASCO X 5ML. BLASKOV@TIMOLOL+DORZOLAMIDA@65@58@73@@301
1166T0114336@TIMOLOL 0.5%(5mg/ml) SOLUCION OFTALMICAS | FRASCO X 5ml. TECNOQUIMICAS@TIMOLOL MALEATO@32@53@11@@523
150T0124338@TINIDAZOL 500mg TABLETA | CAJA X 640. ECAR@TINIDAZOL@1039@1106@973@@2708
127T0124337@FINAMEB 20g SUSPENSION ORAL | FRASCO X 15ML. BIOQUIFAR@TINIDAZOL@3@6@1@@63
192T0624486@TIOCOLSID 4mg TABLETA | CAJA X 20. LA SANTE@TIOCOLCHICOSIDO@10@0@20@@40
131C0821177@RELAXKOV 4mg TABLETA | CAJA X 20. BLASKOV@TIZANIDINA@1182@1779@585@@18720
127C0821176@MIO RELAX 2mg TABLETA | CAJA X 20. BIOQUIFAR@TIZANIDINA@1001@231@1771@@27540
1158T0670001@TOBRAOFTAL 0.3% SOLUCION OFTALMICAS | FRASCO X 5ml. TECNOQUIMICAS@TOBRAMICINA@1@5@0@@140
1151T0264409@TRAZIDEX OFTENO 0.3+0.1% SOLUCION OFTALMICAS | FRASCO X 5ML. SOPHIA@TOBRAMICINA+DEXAMETASONA@3@0@6@@197
1151T0264405@TRAZIDEX 300mg+100mg UNGUENTO OFTALMICO | TUBO X 3,5g. SOPHIA@TOBRAMICINA+DEXAMETASONA@1@2@1@@32
1121T0704509@DETRUSITOL 2mg TABLETA | CAJA X 28. PFIZER@TOLTERODINA@3004@980@5028@@0
198T0700001@TOLTEDIX RETARD 4mg CAPSULA | CAJA X 30. LAFRANCOL@TOLTERODINA@30@180@0@@270
189T0714511@TOPAMAC 100mg TABLETA | FRASCO X 28. JANSSEN@TOPIRAMATO@252@0@504@@56
1162T0714521@PROTOMAX 25mg TABLETA | CAJA X 30. VITALCHEM@TOPIRAMATO@30@270@0@@0
1162T0714520@PROTOMAX  100mg TABLETA | CAJA X 30. VITALCHEM@TOPIRAMATO@165@290@40@@3280
1116T0714516@TOPIRAMATO 50mg TABLETA | CAJA X 20. NOVARTIS@TOPIRAMATO@85@100@70@@0
1116T0714517@TOPIRAMATO 100mg TABLETA | CAJA X 20. NOVARTIS@TOPIRAMATO@0@50@0@@10
126T0734522@DYSPORT  500ui POLVO PARA INYECCION | CAJA X 1 KIT. BIOPASS@TOXINA BOTULINICA@1@0@2@@5
173T0744525@ZALDIAR  37.5/325mg TABLETA | CAJA X 20. GRUNENTHAL@TRAMADOL+ACETAMINOFEN@550@400@700@@0
1125T0200002@TRAMADOL CLORHIDRATO 50mg/1ml SOLUCION INYECTABLE | CAJA X 10. PROCAPS@TRAMADOL CLORHIDRATO@4@11@0@@0
154T0204356@TRAMADOL 10% SOLUCION ORAL | FRASCO X 10mL. EXPOFARMA@TRAMADOL CLORHIDRATO@62@128@0@@707
11T0754535@TARKA SR RETARD 240mg/4mg TABLETA | CAJA X 28. LAFRANCOL@TRANDOLAPRIL+VERAPAMILO@28@28@28@@0
1990T0210002@FIBRINEXAM 500mg TABLETA | CAJA X 50. SALUSPHARMA S.A.S.@TRANEXAMICO ACIDO@90@820@0@@0
1138T0214371@TRANEXAM 500mg TABLETA | CAJA X 10. ROPSOHN@TRANEXAMICO ACIDO@275@32@518@@170
1145T0774539@GLAUCOPROST 0.004% SOLUCION OFTALMICAS | FRASCO X 3ML. SCANDINAVIA@TRAVOPROST@3@3@3@@1
198T0770001@FOCUS 0.04mg SOLUCION OFTALMICAS | FRASCO X 10ml. LAFRANCOL@TRAVOPROST@2@0@4@@0
168T0230178@TRAZODONA 50mg TABLETA | CAJA X 50. GEN-FAR S.A@TRAZODONA CLORHIDRATO@6267@5826@6709@@0
135T0804547@KENACORT A INTRAARTICULAR 10mg/ml SUSPENSION INYECTABLE | FRASCO X 5ML. BRISTOL@TRIAMCINOLONA@4@0@8@@0
1121T0824553@SOMESE 0.25mg TABLETA | CAJA X 30. PFIZER@TRIAZOLAM@60@0@120@@0
1125T0874578@MUVETT 200mg/15ml SUSPENSION ORAL | FRASCO X 120mL. PROCAPS@TRIMEBUTINA@0@2@0@@0
192T0874571@BUMETIN RETARD 300mg TABLETA | CAJA X 40. LA SANTE@TRIMEBUTINA@0@80@0@@0
168T0874569@TRIMEBUTINA 200mg TABLETA | CAJA X 30. GEN-FAR S.A@TRIMEBUTINA@13972@12986@14958@@252
1125T0884580@MUVETT S 200+120mg TABLETA | CAJA X 21. PROCAPS@TRIMEBUTINA+SIMETICONA@52@0@105@@0
155T0250001@BACTIGRAM F 160/800mg TABLETA | CAJA X 10. FARMA@TRIMETOPRIM + SULFAMETOXAZOL@501@448@554@@0
127T0250004@SUPRIBAC 80+400mg TABLETA | CAJA X 250. BIOQUIFAR@TRIMETOPRIM + SULFAMETOXAZOL@30@250@0@@2250
168T0254391@TRIMETOPRIM SULFA F 160/800mg TABLETA | CAJA X 100. GEN-FAR S.A@TRIMETOPRIM + SULFAMETOXAZOL@26@9@43@@0
153T0924591@FITOSTIMOLINE 15g GEL | CAJA X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@3@0@7@@12
153T0924586@FITOSTIMOLINE  60 CREMA | TUBO X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@1@0@2@@0
1270U0020050@D-UREA 10% CREMA | TUBO X 60GR. DUMIAN MEDICAL S.A.S@UREA@12@0@24@@710
123U0034596@LITOMEN 300mg TABLETA | CAJA X 10. BEST LTDA@URSODESOXICOLICO@585@830@340@@0
1110V0290001@VACUNA VARIVAX 1.35ufc SOLUCION INYECTABLE | CAJA X 1. MERCK SHARP DOMME@VACUNA+ANTIVARICELA VIRUS VIVO A@0@0@1@@0
1171V0234663@VACUNA PREVENAR VALENTE CONJUGADA 13x5ml SOLUCION INYECTABLE | CAJA X 1. PFIZER@VACUNA CONTRA NEUMOCOCO CONJUG@1@2@1@@0
1143V0570002@RECOMVAX B 20mcg/0.5ml SOLUCION INYECTABLE | CAJA X 1. SANOFI PASTEUR@VACUNA RECOMBINANTE ADN CONTRA LA HEPATITIS B@1@6@0@@34
1S001V0380001@HETVAL 500mg TABLETA | CAJA X 30. SEVENPHARMA@VALACICLOVIR@135@0@270@@390
1115V0114602@FERBIN C.L 250mg TABLETA O CAPSULA | CAJA X 300. NOVAMED@VALPROICO ACIDO@6309@5838@6780@@149510
11V0124605@DEPAKENE JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120mL. LAFRANCOL@VALPROICO ACIDO@8@2@14@@0
140V0110003@EPIGEL JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120ML. CHALVER@VALPROICO ACIDO@14@1@28@@0
127V0110001@AVALPRIC JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120. BIOQUIFAR@VALPROICO ACIDO@14@27@2@@0
1116V0354703@DIOVAN CON RECUBIERTA  160mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN@0@28@0@@0
192V0354689@VALSARTAN 80mg TABLETA | CAJA X 14. LA SANTE@VALSARTAN@30@44@16@@9
166V0354688@VALSAPREX 160mg TABLETA | CAJA X 28. GARMISCH@VALSARTAN@28@140@0@@0
1116V0364705@DIOVAN HCT 320/12.5mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN+HIDROCLOROTIAZIDA@56@28@84@@0
1116V0364709@DIOVAN HCT RECUBIERTA 160/12.5mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN+HIDROCLOROTIAZIDA@28@0@56@@0
1162V0404726@VENDEP XR  37.5mg CAPSULA | CAJA X 10. VITALCHEM@VENLAFAXINA@135@166@104@@0
1162V0404725@VENDEP XR 75mg CAPSULA | CAJA X 10. VITALCHEM@VENLAFAXINA@780@470@1090@@2660
192V0164636@VERAPAMILO RECUBIERTA 120mg TABLETA | CAJA X 50. LA SANTE@VERAPAMILO CLORHIDRATO@0@300@0@@0
198V0164638@VERAPAMILO 120mg TABLETA | CAJA X 100. LAFRANCOL@VERAPAMILO CLORHIDRATO@30@270@0@@80
192V0164633@VERAPAMILO 80mg TABLETA O CAPSULA | CAJA X 50. LA SANTE@VERAPAMILO CLORHIDRATO@120@380@0@@0
1116V0434731@GALVUS 50mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA@1488@154@2822@@0
1116V0434734@GALVUS MET RECUBIERTA 50/1000mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@6586@80@13092@@320
1116V0434736@GALVUS MET RECUBIERTA 50mg/850mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@140@0@280@@0
1116V0434735@GALVUS MET RECUBIERTA 50/850mg TABLETA | CAJA X 56. NOVARTIS@VILDAGLIPTINA+METFORMINA@646@0@1292@@0
1116T0094326@GALVUS MET RECUBIERTA 50/500mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@826@84@1568@@48
1125V0454744@RETIBLAN 100000ui TABLETA O CAPSULA | CAJA X 50. PROCAPS@VITAMINA A@25@0@51@@0
150C012A0939@VITAMINA B12 1mg/1ml SOLUCION INYECTABLE | CAJA X 25. ECAR@VITAMINA B12@33@15@51@@3647
155V0590001@FARMA D 2000ui TABLETA | FRASCO X 60. FARMA@VITAMINA D3@60@0@120@@0
1125V0504759@VITAMINA E 400ui CAPSULA | CAJA X 100. PROCAPS@VITAMINA E@0@100@0@@0
1125V0524793@PEDIAVIT GOTAS 10ml SOLUCION ORAL | FRASCO X 1. PROCAPS@VITAMINAS ASOCIADA+MINERALES@5@5@5@@0
198V0540001@VORICOX 200mg TABLETA | CAJA X 14. LAFRANCOL@VORICONAZOL@107@84@130@@0
1312W0010002@WARFARINA 5mg TABLETA | CAJA X 250. SALUSPHARMA S.A.S.@WARFARINA SODICA@397@425@370@@0
1109W0014808@COUMADIN 5mg TABLETA | CAJA X 30. BRISTOL@WARFARINA SODICA@165@0@330@@100
127Y0010002@SOLUVIDONA 120ml SOLUCION TOPICA | FRASCO X 1. BIOQUIFAR@YODOPOVIDONA@0@1@0@@0
1158Y0010001@YODOPOVIDONA BUCOFARINGEO 10% SOLUCION BUCAL | FRASCO X 120ml. TECNOQUIMICAS@YODOPOVIDONA@2@3@2@@76
127Y0010001@SOLUVIDONA ESPUMA 8.0g SOLUCION TOPICA | FRASCO X 120ml. BIOQUIFAR@YODOPOVIDONA@0@3@0@@0
150Y0014821@BACTRODERM 10% SOLUCION TOPICA | FRASCO X 120ML. ECAR@YODOPOVIDONA@2@0@4@@0
168Z0074843@ZOLPIDEM 10mg TABLETA | CAJA X 10. GEN-FAR S.A@ZOLPIDEM@2335@1900@2770@@40
180Z0080002@ZOPICLONA 7.5mg TABLETA | CAJA X 30. HUMAX@ZOPICLONA@780@510@1050@@10620
1733A337050001@DERMIFANT SUAVE DUCHA Y BANO . GEL | FRASCO X 500ml. ALLERGIKA@AGUA,SODIO LAURETH SULFATO,@1@0@2@@0
1163A0200198@AMIKACINA 500mg/2ml SOLUCION INYECTABLE | CAJA X 10. VITALIS@AMIKACINA@5@0@10@@108
168C0150969@CIPROFLOXACINO 500mg TABLETA | CAJA X 100. GEN-FAR S.A@CIPROFLOXACINA@40@0@80@@0
1144C0731170@PLAVIX 75mg TABLETA | CAJA X 28. SANOFI-AVENTIS@CLOPIDOGREL@14@0@28@@0
11C1900001@CARDIOL 25mg TABLETA | CAJA X 30. LAFRANCOL (ABBOTT)@CLORTALIDONA@15@0@30@@0
1M100D0460001@FERASIRO 500mg TABLETA | CAJA X 28. MSN LABS AMERICAS @DEFERASIROX@14@0@28@@0
1144D0061444@DELTAFLUORENE 0.75mg TABLETA | CAJA X 20. SANOFI-AVENTIS@DEXAMETASONA@60@0@120@@0
135E0301839@BARACLUDE 0.5mg TABLETA | CAJA X 30. BRISTOL@ENTECAVIR@15@0@30@@60
146E0201802@ERITROPOYETINA 4000ui SOLUCION INYECTABLE | CAJA X 1. DELTA@ERITROPOYETINA@6@0@12@@362
1158E0550002@ANEXIA 90mg TABLETA | CAJA X 14. TECNOQUIMICAS@ETORICOXIB@7@0@14@@0
111H0142410@HIDROXICINA HCL JARABE 0.25% SOLUCION ORAL | FRASCO X 120mL. ANGLOPHARMA@HIDROXICINA@1@0@3@@548
142H0142411@HIDROXICINA JARABE 0.25% SOLUCION ORAL | FRASCO X 120ML. COASPHARMA@HIDROXICINA@1@0@2@@0
157I0022499@IBUPROFENO 100mg SUSPENSION ORAL | FRASCO X 120ML. COASPHARMA@IBUPROFENO@1@0@2@@0
180L0012730@LAMIVUDINA 150mg TABLETA O CAPSULA | CAJA X 60. HUMAX@LAMIVUDINA@90@0@180@@600
1116L0280001@LAMOTRIGINA 25mg TABLETA | CAJA X 30. NOVARTIS@LAMOTRIGINA@45@0@90@@0
1128L0322908@XALACOM GOTAS  50mcg+5mg SOLUCION OFTALMICAS | FRASCO X 2.5ML. PFIZER@LATANOPROST+MALEATO TIMOLOL@0@0@1@@0
130L0062771@ELTROXIN 50mcg TABLETA | FRASCO X 50. ASPEN@LEVOTIROXINA SODICA@25@0@50@@0
132L0830004@TRAYENTA DUO 2.5/850mg TABLETA | CAJA X 60. BOEHRINGER@LINAGLIPTINA+METFORMINA@60@0@120@@0
1158L0810001@MOVIPROST  24mcg CAPSULA | CAJA X 21. TECNOQUIMICAS@LUBIPROSTONE@31@0@63@@84
1161M0453250@MELATONINA 3mg TABLETA | FRASCO X 60. FUNAT@MELATONINA@15@0@30@@180
1158T0094327@QUETIAPINA RECUBIERTA 200mg TABLETA | CAJA X 30. TECNOQUIMICAS@QUETIAPINA@7@0@15@@0
1723R0400001@IMPRUVIA 1mg TABLETA | CAJA X 30. AXON PHARMA@RASAGILINA@60@0@120@@0
1101R0300003@ROSUVINA 10mg TABLETA | CAJA X 28. LEGRAND@ROSUVASTATINA@28@0@56@@112
1125S0580001@FORTZINK 20mg CAPSULA | CAJA X 20. PROCAPS@SULFATO DE ZINC@10@0@20@@0
168S0604272@SUMATRIPTAN 100mg TABLETA | CAJA X 2. GEN-FAR S.A@SUMATRIPTAN@25@0@50@@0
127T0430001@VERELIS 5mg TABLETA | CAJA X 4. BIOQUIFAR@TADALAFIL@14@0@28@@2
173T1090006@PALEXIS RETARD 50mg TABLETA | CAJA X 60. GRUNENTHAL@TAPENTADOL@60@0@120@@0
1138T0054304@TERBUROP SOLUCION 1%x10ml SOLUCION PARA INHALACION | CAJA X 24. ROPSOHN@TERBUTALINA SULFATO@0@0@1@@0
1125T0884581@TRIMEBUTINA+SIMETICONA 200+120mg TABLETA | CAJA X 30. PROCAPS@TRIMEBUTINA+SIMETICONA@30@0@60@@0
153T0924584@FITOSTIMOLINE 32g GEL | TUBO X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@1@0@2@@0
168V0310001@VALGANCICLOVIR 450mg TABLETA | CAJA X 60. GEN-FAR S.A@VALGANCICLOVIR@30@0@60@@120
1125V0820001@DEFEROL 2000ui TABLETA | CAJA X 60. PROCAPS@VITAMINA D3@135@0@270@@0
371A0010001@DOLEX 7+ JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120ml. GLAXO@ACETAMINOFEN@4@0@8@@4
219A001430004@AGUA ESTERIL REF:ARB0303 500ml SOLUCION INYECTABLE | CAJA X 40. BAXTER@AGUA ESTERIL@0@2@0@@0
2N004A003280002@AGUJA LAPICERO DE INSULINA 32G X 4MM 1 UNIDAD | . X 1. NORSTRAY NUART S.A.S@AGUJA QUIRURGICAS@650@0@1300@@0
2142A003290108@PANAL HUGGIES LITTE SWIMMERS PISINA TALLA M PX11 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@ASEO PERSONAL@0@3@0@@4
2193P001822173@PANAL WINNY GOD ETAPA 6  PX20 1 UNIDAD | . X 1. DROGUERIA SAN JORGE@ASEO PERSONAL@11@3@20@@7
2O01A003290001@BOLSA PARA PIERNA CONVEEN 600 ML REF: 5170 1 UNIDAD | CAJA X 1. ORDENES Y SUMINISTROS@ASEO PERSONAL@0@5@0@@0
235B001460150@BARRERA DE COLOSTOMIA # 70 MM REF:400949 CX5 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@13@12@14@@0
235B001460147@BARRERA DE COLOSTOMIA # 57 FLEXIBLE 401612 CX5 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@20@0@40@@0
235B001460148@BARRERA DE COLOSTOMIA # 57 MM REF:125145 CX5 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@68@0@136@@0
235B001460146@BARRERA DE COLOSTOMIA # 45 MM REF:125144 CX5  1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BARRERA  DE COLOSTOMIA@13@14@12@@0
318B0620001@BUTIMERIN SPRAY 25+25+250mg SOLUCION TOPICA | FRASCO X 120ml. BAGO@BENCETONIO CL +  CLOROCRESOL +@2@1@3@@0
235B001450135@BOLSA DE COLOSTOMIA # 57 MM REF: 402534 CX10  1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@101@23@179@@0
2188B001450001@BOLSA DE DRENAJE UROSTOMIA #57 REF 402551 1 UNIDAD | CAJA X 10. BOSTON MEDICAL DEVICES COLOMBI@BOLSA DE COLOSTOMIA@5@19@0@@1
235B001450136@BOLSA DE COLOSTOMIA # 70 MM REF: 402535 CX10 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@13@10@16@@21
235B001450141@BOLSA DE DRENAJE UROSTOMIA #45REF 402550 C X 10 1 UNIDAD | . X 1. BRISTOL MYERS SQUIBB@BOLSA DE COLOSTOMIA@5@10@0@@0
314C0950002@ATACAND PLUS 32/12.5mg TABLETA | CAJA X 28. ASTRA ZENECA@CANDESARTAN + HIDROCLOROTIAZIDA@55@28@82@@6
3161C1870003@CREMA LUBRIDERM C/PERF EXTRA HUMEC 400ml CREMA | FRASCO X .. VARIOS E IMPORTADOS@COSMETICOS@2@0@5@@36
2225C002660519@MICROPORE 2 PULGADA COLOR PIEL CX6 REF:1533-2 3M 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@CURACIONES QUIRURGICAS@22@4@41@@0
2198C002660490@CURASORB 10 X 10 REF:9236 CX10 1 UNIDAD | . X 1. COVIDIEN COLOMBIA S.A@CURACIONES QUIRURGICAS@0@2@0@@0
2201C002660501@PANITOS HUMEDOS PX105 PANDA  1 UNIDAD | . X 1. DISTRIBUIDORA EXTRA@CURACIONES QUIRURGICAS@60@0@120@@215
2158C002660548@MICROPORE 1 PULGADA COLOR PIEL CX12 CUREBAND  1 UNIDAD | . X 1. TECNOQUIMICAS S.A@CURACIONES QUIRURGICAS@0@0@1@@0
2177C002660486@ELIMINADOR DE ADHESIVO SENCI CARE TOALLITAS REF: 413500 1 UNIDAD | CAJA X 30. ALLERS S.A@CURACIONES QUIRURGICAS@2@0@4@@0
2177C002660487@BARRERA CUTANEA NO IRRITANTE SENSI CARE TOALLITAS REF: 413501 1 UNIDAD | CAJA X 30. ALLERS S.A@CURACIONES QUIRURGICAS@0@1@0@@0
2O01C002660012@BOLSA PARA PIERNA CON CORREA CONVEEN 600 ML /45CM REF: 5170 CX10 1 UNIDAD | . X 1. ORDENES Y SUMINISTROS@CURACIONES QUIRURGICAS@0@3@0@@0
235C002660508@STOMAHESIVE PASTA REF:183910 1 UNIDAD | CAJA X 1. BRISTOL MYERS SQUIBB@CURACIONES QUIRURGICAS@4@2@6@@0
2225C002660521@TEGADERM 10 X 12 CM 3M REF. 1626 CX50 1 UNIDAD | . X 1. LABORATORIO 3M DECOLOMBIA@CURACIONES QUIRURGICAS@8@0@16@@0
2177C002660488@OMNIFIX ELASTIC 15 CM X 10 REF: 900604 1 UNIDAD | CAJA X 10. ALLERS S.A@CURACIONES QUIRURGICAS@0@2@0@@0
