ROTACION DUANA @@@@@@@
CODIGO@MEDICAMENTO@MOLECULA@PROMEDIO MES@STOCK FARMACIA@PEDIDO 60 DIAS@@STOCK BODEGA
180A0370299@ABACAVIR 300mg TABLETA | FRASCO X 60. LEGRAND@ABACAVIR@15@60@0@@0
1101R0360002@ROSUVINA E  10/40mg TABLETA | CAJA X 28. LEGRAND@ROSUVASTATINA-EZETIMIBA@85@168@2@@0
126R0380002@NEUPRO PARCHE 4mg/24h SISTEMA TRANSDERMICO | CAJA X 14. BIOPASS@ROTIGOTINA@18@28@8@@0
1116S0890002@ENTRESTO RECUBIERTA 50mg TABLETA | CAJA X 30. NOVARTIS@SACUBITRIL+VALSARTAN@82@0@165@@0
1116S0890001@ENTRESTO 200mg TABLETA | CAJA X 60. NOVARTIS@SACUBITRIL+VALSARTAN@60@0@120@@0
150S0010001@SALBUTAMOL 2MG/5 ML  40mg SOLUCION ORAL | FRASCO X 120ML. ECAR@SALBUTAMOL (SULFATO)@0@5@0@@13
140S0010001@AIRMAX BUCAL 100mcg SUSPENSION PARA INHALAR | CAJA X 1. CHALVER@SALBUTAMOL (SULFATO)@137@119@156@@0
117S0020001@NEOLYTE SOBRES . POLVO PARA DISOLVER | CAJA X 50. B.C.N MEDICAL@SALES DE REHIDRATACION ORAL@242@145@341@@11066
114S0700001@KOMBIGLYZE 5mg/1000mg TABLETA | CAJA X 28. ASTRA ZENECA@SAXAGLIPTINA+METFORMINA@77@56@98@@0
135S0700002@KOMBIGLYZE XR 2.5mg/1000mg TABLETA | CAJA X 56. ASTRA ZENECA@SAXAGLIPTINA+METFORMINA@98@0@196@@0
127S0304172@SEAMIB 500MG TABLETA | CAJA X 4. BIOQUIFAR@SECNIDAZOL@32@72@0@@844
127S0304170@SEAMIB 500mg SUSPENSION ORAL | FRASCO X 15ML. BIOQUIFAR@SECNIDAZOL@16@51@0@@240
127S0304171@SEAMIB 500mg TABLETA | CAJA X 100. BIOQUIFAR@SECNIDAZOL@95@38@153@@0
11S0314181@SELEGIL 5mg TABLETA | CAJA X 20. LAFRANCOL@SELEGILINA@102@0@205@@0
168S0334186@SERTRALINA 50mg TABLETA | CAJA X 10. GEN-FAR S.A@SERTRALINA@4778@4735@4823@@10
168S0334187@SERTRALINA 100mg TABLETA | CAJA X 10. GEN-FAR S.A@SERTRALINA@135@475@0@@730
1121S0334189@ZOLOF 100mg TABLETA | CAJA X 10. PFIZER@SERTRALINA@15@0@30@@0
198S0240001@SERTREX 800mg TABLETA | CAJA X 90. LAFRANCOL@SEVELAMER CLORHIDRATO@247@270@225@@810
168S0374213@SILDENAFIL 50mg TABLETA | CAJA X 4. GEN-FAR S.A@SILDENAFIL@173@193@153@@4
168S0374211@SILDENAFIL 25mg TABLETA | CAJA X 4. GEN-FAR S.A@SILDENAFIL@82@86@79@@0
1106S0394223@SI-METICON 125mg TABLETA | CAJA X 20. NEVOX FARMA@SIMETICONA@0@120@0@@1660
1125S0410002@EZETIMIBA + SIMVASTATINA 10/40mg TABLETA | CAJA X 30. PROCAPS@SIMVASTATINA+EZETIMBA@240@289@191@@28
1112S0414239@TIAZOMET S 10/20mg TABLETA | CAJA X 28. SIEGFRIED@SIMVASTATINA+EZETIMBA@45@56@35@@0
1110S0434249@JANUVIA 100mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA@631@0@1263@@0
1109S0434248@JANUVIA 50mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA@469@196@742@@0
1110G0040097@JANUMET  50/850mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@287@252@322@@0
1110S0440001@JANUMET 50/850mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@371@0@742@@0
164S0444251@JANUMET 50/500mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@231@560@0@@0
164S0444252@JANUMET 50/1000mg TABLETA | CAJA X 28. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@329@0@658@@0
164S0444250@JANUMET 50/1000mg TABLETA | CAJA X 56. MERCK SHARP DOMME@SITAGLIPTINA + METFORMINA@2705@1638@3773@@0
130S0880001@SOVALDI 400mg TABLETA | CAJA X 28. BIOTOSCANA@SOFOSBUVIR@14@0@28@@0
1G001S0900001@HARVONI 400+90mg TABLETA | CAJA X 28. BIOTOSCANA@SOFOSBUVIR+LEDIPASVIR@14@0@28@@0
1161S0960001@SPIRULINA 400mg CAPSULA | FRASCO X 90. VARIOS E IMPORTADOS@SPIRULINA@22@90@0@@0
1138S0144146@ALSUCRAL TABLETAS  1g TABLETA | CAJA X 20. ROPSOHN@SUCRALFATO@6937@6114@7762@@120
1109S0144145@DIP SUSPENSION  1g/5ml SUSPENSION ORAL | FRASCO X 200mL. MERCK@SUCRALFATO@1@1@2@@1
1N001S0550001@SUERO FISIOLOGICO 0.9% SOLUCION NASAL | FRASCO X 30ml. NAKUCH LTDA@SUERO FISIOLOGICO@32@26@40@@0
1710C020003@SULFADIAZINA 500mg TABLETA | FRASCO X 72. FAGRON COLOMBIA S.A.S@SULFADIAZINA@36@0@72@@0
1138S0204156@ROSULFANT 500mg TABLETA | CAJA X 10. ROPSOHN@SULFASALAZINA@1155@1500@810@@1580
180S0580004@SULFATO DE ZINC 2mg/ml SOLUCION ORAL | FRASCO X 120ml. HUMAX@SULFATO DE ZINC@19@2@37@@69
199H0112385@SULFATO FERROSO JARABE 600mg/15ml SOLUCION ORAL | FRASCO X 120mL. LAPROFF@SULFATO FERROSO@9@8@10@@392
199H0112386@SULFATO FERROSO GOTAS 125mg/ml SOLUCION ORAL | FRASCO X 20mL. LAPROFF@SULFATO FERROSO@20@39@3@@15
150H0112378@SULFATO FERROSO 200mg TABLETA | CAJA X 500. ECAR@SULFATO FERROSO@355@660@52@@7490
150H0112381@SULFATO FERROSO 300mg TABLETA | CAJA X 500. ECAR@SULFATO FERROSO@1935@2800@1070@@40200
189T0424425@PROGRAF XL RETARD 1mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@1237@0@2475@@100
189T0424427@PROGRAF XL RETARD 3mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@15@30@0@@400
189T0424426@PROGRAF XL RETARD 5mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@312@0@625@@0
1428T0424428@PROGRAF XL RETARD 0.5mg CAPSULA | CAJA X 50. ASTELLAS@TACROLIMUS@25@70@0@@2500
1125T0424427@CROMUS 0.1% UNGUENTO | TUBO X 15gr. PROCAPS@TACROLIMUS@2@0@6@@0
168T0430001@TADALAFILO 5mg TABLETA | CAJA X 28. GEN-FAR S.A@TADALAFIL@49@0@98@@0
1115T0430001@IRTAL 20mg TABLETA | CAJA X 8. NOVAMED@TADALAFIL@3@16@0@@264
1157T0024288@TAXUS 20mg TABLETA | CAJA X 100. TECNOFARMA@TAMOXIFENO (CITRATO)@925@0@1850@@0
1101T0440001@DEMULIN ER RETARD 0.4mg CAPSULA | CAJA X 30. LEGRAND@TAMSULOSINA@7437@2100@12775@@0
173T1090001@PALEXIS  50mg TABLETA | CAJA X 30. GRUNENTHAL@TAPENTADOL@15@0@30@@0
173T1090007@PALEXIS RETARD 25mg TABLETA | CAJA X 60. GRUNENTHAL@TAPENTADOL@7@30@0@@0
173T1090003@PALEXIS RETARD 50mg TABLETA | CAJA X 30. GRUNENTHAL@TAPENTADOL@75@0@150@@0
11T0470001@CORDIAX 80mg TABLETA | CAJA X 30. LAFRANCOL (ABBOTT)@TELMISARTAN@247@270@225@@0
198T0470001@CORDIAX 40mg TABLETA | CAJA X 30. LAFRANCOL@TELMISARTAN@52@150@0@@0
1101T0940001@CARDIOCAP A 80/10mg TABLETA | CAJA X 30. LEGRAND@TELMISARTAN+AMLODIPINO@52@60@45@@150
198T0940001@CORDIAX AM 80/5mg TABLETA | CAJA X 30. LAFRANCOL@TELMISARTAN+AMLODIPINO@97@120@75@@0
127T0040002@CIDETOX 125mg TABLETA | CAJA X 50. BIOQUIFAR@TEOFILINA@30@30@30@@9500
168T0044299@TEOFILINA RETARD 125mg TABLETA O CAPSULA | CAJA X 30. GEN-FAR S.A@TEOFILINA@127@0@255@@0
1168T0410001@TERAZOSINA 5mg TABLETA | CAJA X 14. GEN-FAR S.A@TERAZOSINA@2874@1150@4599@@6
168T0514460@TERBINAFINA 1% CREMA | TUBO X 20GR. GEN-FAR S.A@TERBINAFINA@17@0@36@@0
180T0514461@TERBINAFINA 250mg TABLETA | CAJA X 14. HUMAX@TERBINAFINA@202@217@189@@1398
161T006A0001@TESTOSTERONA ENANTATO  250mg SOLUCION INYECTABLE | CAJA X 10. FEPARVI@TESTOSTERONA ENANTATO@1@0@3@@0
120T006B4310@NEBIDO 1000mg/4ml SOLUCION INYECTABLE | CAJA X 1. BAYER@TESTOSTERONA ESTER@0@0@1@@0
168T0074315@TETRACICLINA 500mg CAPSULA | CAJA X 100. GEN-FAR S.A@TETRACICLINA CLORHIDRATO@24@136@0@@290
1115T0990001@TIAMINA 300mg TABLETA O CAPSULA | CAJA X 600. NOVAMED@TIAMINA@302@1@604@@0
1109R0284071@NEUROBION  100+100+1mg/ml SOLUCION INYECTABLE | CAJA X 3+3. MERCK@TIAMINA+PIRIDOXINA+CIANOCOBALAMINA@0@0@2@@0
174T0584476@TINOX 2.5mg TABLETA | CAJA X 30. LAFRANCOL@TIBOLONA@37@60@15@@3920
114T1010001@BRILINTA 90mg TABLETA | CAJA X 30. ASTRA ZENECA@TICAGRELOR@45@60@30@@0
14T0930001@AZARGA  10mg+5mg/ml SOLUCION OFTALMICAS | FRASCO X 5mL. NOVARTIS@TIMOLOL + BRINZOLAMIDA@0@1@0@@0
1151T0614484@KRYTANTEK 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SOPHIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@0@2@0@@6
1145T1100001@XEGREX 20+2+5mg SOLUCION OFTALMICAS | FRASCO X 5ml. SCANDINAVIA@TIMOLOL+DORZOLAIDA+BRIMONIDINA@51@42@61@@32
1161T1100001@TRIALON 20mg+2mg5mg SOLUCION OFTALMICAS | FRASCO X 10ml. SYNTHESIS@TIMOLOL+DORZOLAIDA+BRIMONIDINA@14@0@29@@0
131T0610001@DORPRETIM 2%+0.5% SOLUCION OFTALMICAS | FRASCO X 5ML. BLASKOV@TIMOLOL+DORZOLAMIDA@63@62@64@@301
1166T0114336@TIMOLOL 0.5%(5mg/ml) SOLUCION OFTALMICAS | FRASCO X 5ml. TECNOQUIMICAS@TIMOLOL MALEATO@32@55@10@@613
150T0124338@TINIDAZOL 500mg TABLETA | CAJA X 640. ECAR@TINIDAZOL@1004@1142@868@@2708
127T0124337@FINAMEB 20g SUSPENSION ORAL | FRASCO X 15ML. BIOQUIFAR@TINIDAZOL@3@6@1@@63
127C0821176@MIO RELAX 2mg TABLETA | CAJA X 20. BIOQUIFAR@TIZANIDINA@663@331@995@@15540
198C0820001@TIZANIDINA 2mg TABLETA | CAJA X 20. FARMANAL@TIZANIDINA@5@0@10@@0
131C0821177@RELAXKOV 4mg TABLETA | CAJA X 20. BLASKOV@TIZANIDINA@1202@1839@566@@18720
1158T0670001@TOBRAOFTAL 0.3% SOLUCION OFTALMICAS | FRASCO X 5ml. TECNOQUIMICAS@TOBRAMICINA@1@5@0@@140
1151T0264409@TRAZIDEX OFTENO 0.3+0.1% SOLUCION OFTALMICAS | FRASCO X 5ML. SOPHIA@TOBRAMICINA+DEXAMETASONA@3@0@6@@205
1151T0264405@TRAZIDEX 300mg+100mg UNGUENTO OFTALMICO | TUBO X 3,5g. SOPHIA@TOBRAMICINA+DEXAMETASONA@1@2@2@@32
1121T0704509@DETRUSITOL 2mg TABLETA | CAJA X 28. PFIZER@TOLTERODINA@2834@1058@4611@@0
198T0700001@TOLTEDIX RETARD 4mg CAPSULA | CAJA X 30. LAFRANCOL@TOLTERODINA@44@180@0@@270
189T0714511@TOPAMAC 100mg TABLETA | FRASCO X 28. JANSSEN@TOPIRAMATO@203@0@406@@56
1162T0714520@PROTOMAX  100mg TABLETA | CAJA X 30. VITALCHEM@TOPIRAMATO@112@290@0@@3490
1116T0714516@TOPIRAMATO 50mg TABLETA | CAJA X 20. NOVARTIS@TOPIRAMATO@72@100@45@@0
1116T0714517@TOPIRAMATO 100mg TABLETA | CAJA X 20. NOVARTIS@TOPIRAMATO@15@50@0@@10
1162T0714521@PROTOMAX 25mg TABLETA | CAJA X 30. VITALCHEM@TOPIRAMATO@82@270@0@@0
1116T0714518@TOPIRAMATO 25mg TABLETA | CAJA X 20. NOVARTIS@TOPIRAMATO@7@0@15@@0
126T0734522@DYSPORT  500ui POLVO PARA INYECCION | CAJA X 1 KIT. BIOPASS@TOXINA BOTULINICA@6@0@13@@5
173T0744525@ZALDIAR  37.5/325mg TABLETA | CAJA X 20. GRUNENTHAL@TRAMADOL+ACETAMINOFEN@580@400@760@@0
1125T0200002@TRAMADOL CLORHIDRATO 50mg/1ml SOLUCION INYECTABLE | CAJA X 10. PROCAPS@TRAMADOL CLORHIDRATO@2@11@0@@0
154T0204356@TRAMADOL 10% SOLUCION ORAL | FRASCO X 10mL. EXPOFARMA@TRAMADOL CLORHIDRATO@62@135@0@@933
11T0754535@TARKA SR RETARD 240mg/4mg TABLETA | CAJA X 28. LAFRANCOL@TRANDOLAPRIL+VERAPAMILO@21@28@14@@0
1138T0214371@TRANEXAM 500mg TABLETA | CAJA X 10. ROPSOHN@TRANEXAMICO ACIDO@292@32@553@@170
1990T0210002@FIBRINEXAM 500mg TABLETA | CAJA X 50. SALUSPHARMA S.A.S.@TRANEXAMICO ACIDO@45@820@0@@0
1145T0774539@GLAUCOPROST 0.004% SOLUCION OFTALMICAS | FRASCO X 3ML. SCANDINAVIA@TRAVOPROST@1@3@0@@1
198T0770001@FOCUS 0.04mg SOLUCION OFTALMICAS | FRASCO X 10ml. LAFRANCOL@TRAVOPROST@3@0@7@@0
168T0230178@TRAZODONA 50mg TABLETA | CAJA X 50. GEN-FAR S.A@TRAZODONA CLORHIDRATO@5967@6021@5914@@0
135T0804547@KENACORT A INTRAARTICULAR 10mg/ml SUSPENSION INYECTABLE | FRASCO X 5ML. BRISTOL@TRIAMCINOLONA@2@1@5@@0
1121T0824553@SOMESE 0.25mg TABLETA | CAJA X 30. PFIZER@TRIAZOLAM@52@0@105@@0
192T0874571@BUMETIN RETARD 300mg TABLETA | CAJA X 40. LA SANTE@TRIMEBUTINA@0@80@0@@0
168T0874569@TRIMEBUTINA 200mg TABLETA | CAJA X 30. GEN-FAR S.A@TRIMEBUTINA@13410@13586@13234@@252
1125T0874578@MUVETT 200mg/15ml SUSPENSION ORAL | FRASCO X 120mL. PROCAPS@TRIMEBUTINA@0@2@0@@0
155T0250001@BACTIGRAM F 160/800mg TABLETA | CAJA X 10. FARMA@TRIMETOPRIM + SULFAMETOXAZOL@306@460@153@@0
168T0254391@TRIMETOPRIM SULFA F 160/800mg TABLETA | CAJA X 100. GEN-FAR S.A@TRIMETOPRIM + SULFAMETOXAZOL@165@9@322@@0
127T0250004@SUPRIBAC 80+400mg TABLETA | CAJA X 250. BIOQUIFAR@TRIMETOPRIM + SULFAMETOXAZOL@32@250@0@@2250
153T0924591@FITOSTIMOLINE 15g GEL | CAJA X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@2@0@6@@12
153T0924587@FITOSTIMOLINE 32g CREMA | TUBO X 1. EUROETIKA@TRITICUM VULGARE+2+FENOXIETANOL@0@0@1@@0
1270U0020050@D-UREA 10% CREMA | TUBO X 60GR. DUMIAN MEDICAL S.A.S@UREA@10@0@20@@960
1145U0024594@UREADERM LACTATO 5+8% LOCION | FRASCO X 225mL. SCANDINAVIA@UREA@3@0@7@@0
123U0034596@LITOMEN 300mg TABLETA | CAJA X 10. BEST LTDA@URSODESOXICOLICO@577@830@325@@0
1110V0274668@VACUNA PNEUMOVAX 23 0.5ml SOLUCION INYECTABLE | CAJA X 1. MERCK SHARP DOMME@VACUNA+ANTINEUMOCOCCICA  POLIVAL@0@0@2@@0
1171V0234663@VACUNA PREVENAR VALENTE CONJUGADA 13x5ml SOLUCION INYECTABLE | CAJA X 1. PFIZER@VACUNA CONTRA NEUMOCOCO CONJUG@0@2@0@@0
1143V0570002@RECOMVAX B 20mcg/0.5ml SOLUCION INYECTABLE | CAJA X 1. SANOFI PASTEUR@VACUNA RECOMBINANTE ADN CONTRA LA HEPATITIS B@1@6@0@@34
1S001V0380001@HETVAL 500mg TABLETA | CAJA X 30. SEVENPHARMA@VALACICLOVIR@105@0@210@@390
168V0310001@VALGANCICLOVIR 450mg TABLETA | CAJA X 60. GEN-FAR S.A@VALGANCICLOVIR@0@60@0@@120
11V0124605@DEPAKENE JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120mL. LAFRANCOL@VALPROICO ACIDO@8@2@14@@0
127V0110001@AVALPRIC JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120. BIOQUIFAR@VALPROICO ACIDO@12@27@0@@0
140V0110003@EPIGEL JARABE 250mg/5ml SOLUCION ORAL | FRASCO X 120ML. CHALVER@VALPROICO ACIDO@12@1@25@@0
1115V0114602@FERBIN C.L 250mg TABLETA O CAPSULA | CAJA X 300. NOVAMED@VALPROICO ACIDO@5605@6618@4592@@149810
1116V0354703@DIOVAN CON RECUBIERTA  160mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN@0@28@0@@0
192V0354689@VALSARTAN 80mg TABLETA | CAJA X 14. LA SANTE@VALSARTAN@22@44@1@@9
166V0354688@VALSAPREX 160mg TABLETA | CAJA X 28. GARMISCH@VALSARTAN@58@140@0@@0
1116V0364709@DIOVAN HCT RECUBIERTA 160/12.5mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN+HIDROCLOROTIAZIDA@35@0@70@@0
1116V0364705@DIOVAN HCT 320/12.5mg TABLETA | CAJA X 28. NOVARTIS@VALSARTAN+HIDROCLOROTIAZIDA@49@56@42@@0
1162V0404726@VENDEP XR  37.5mg CAPSULA | CAJA X 10. VITALCHEM@VENLAFAXINA@110@166@54@@0
1162V0404725@VENDEP XR 75mg CAPSULA | CAJA X 10. VITALCHEM@VENLAFAXINA@720@470@970@@4010
192V0164633@VERAPAMILO 80mg TABLETA O CAPSULA | CAJA X 50. LA SANTE@VERAPAMILO CLORHIDRATO@146@380@0@@0
198V0164638@VERAPAMILO 120mg TABLETA | CAJA X 100. LAFRANCOL@VERAPAMILO CLORHIDRATO@82@270@0@@80
192V0164636@VERAPAMILO RECUBIERTA 120mg TABLETA | CAJA X 50. LA SANTE@VERAPAMILO CLORHIDRATO@0@300@0@@0
1116V0434731@GALVUS 50mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA@1440@210@2671@@0
1116T0094326@GALVUS MET RECUBIERTA 50/500mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@784@84@1484@@48
1116V0434736@GALVUS MET RECUBIERTA 50mg/850mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@77@0@154@@0
1116V0434735@GALVUS MET RECUBIERTA 50/850mg TABLETA | CAJA X 56. NOVARTIS@VILDAGLIPTINA+METFORMINA@722@0@1444@@0
1116V0434734@GALVUS MET RECUBIERTA 50/1000mg TABLETA | CAJA X 28. NOVARTIS@VILDAGLIPTINA+METFORMINA@6394@24@12764@@320
150C012A0939@VITAMINA B12 1mg/1ml SOLUCION INYECTABLE | CAJA X 25. ECAR@VITAMINA B12@22@16@29@@3677
1125V0820001@DEFEROL 2000ui TABLETA | CAJA X 60. PROCAPS@VITAMINA D3@45@90@0@@0
1125V0504759@VITAMINA E 400ui CAPSULA | CAJA X 100. PROCAPS@VITAMINA E@0@100@0@@0
1125V0524793@PEDIAVIT GOTAS 10ml SOLUCION ORAL | FRASCO X 1. PROCAPS@VITAMINAS ASOCIADA+MINERALES@5@5@5@@0
198V0540001@VORICOX 200mg TABLETA | CAJA X 14. LAFRANCOL@VORICONAZOL@78@84@72@@0
1312W0010002@WARFARINA 5mg TABLETA | CAJA X 250. SALUSPHARMA S.A.S.@WARFARINA SODICA@348@425@273@@0
1109W0014808@COUMADIN 5mg TABLETA | CAJA X 30. BRISTOL@WARFARINA SODICA@123@30@218@@100
127Y0010001@SOLUVIDONA ESPUMA 8.0g SOLUCION TOPICA | FRASCO X 120ml. BIOQUIFAR@YODOPOVIDONA@0@3@0@@0
127Y0010002@SOLUVIDONA 120ml SOLUCION TOPICA | FRASCO X 1. BIOQUIFAR@YODOPOVIDONA@0@1@0@@0
1158Y0010001@YODOPOVIDONA BUCOFARINGEO 10% SOLUCION BUCAL | FRASCO X 120ml. TECNOQUIMICAS@YODOPOVIDONA@2@3@2@@76
150Y0014821@BACTRODERM 10% SOLUCION TOPICA | FRASCO X 120ML. ECAR@YODOPOVIDONA@3@0@6@@0
168Z0074843@ZOLPIDEM 10mg TABLETA | CAJA X 10. GEN-FAR S.A@ZOLPIDEM@2182@1930@2435@@40
180Z0080002@ZOPICLONA 7.5mg TABLETA | CAJA X 30. HUMAX@ZOPICLONA@720@510@930@@10680
1125A0660001@ISBELA 2+.035mg TABLETA | CAJA X 21. PROCAPS@ACETATOCIPROTERONA+ETILINESTRADIOL@15@0@32@@439
165A0970486@CETAPHIL ADVANCED MOISTURIZER LOCION ULTRA HUMECTANTE 226g LOCION | CAJA X 1. GALDERMA@ACRILATOS+GLICEROL+VITAMINA E@1@0@3@@0
1733A337050001@DERMIFANT SUAVE DUCHA Y BANO . GEL | FRASCO X 500ml. ALLERGIKA@AGUA,SODIO LAURETH SULFATO,@0@0@2@@0
127A1770017@OSTICALCIN 70mg TABLETA | CAJA X 4. BIOQUIFAR@ALENDRONATO SODICO@1@0@2@@0
1158A0230001@AMIODARONA MK 200mg TABLETA | CAJA X 10. TECNOQUIMICAS@AMIODARONA CLORHIDRATO@127@0@255@@0
1145A0250240@AMOXIDAL DUO 750mg SUSPENSION ORAL | FRASCO X 70ML. SCANDINAVIA@AMOXICILINA@0@0@2@@0
168A0270258@AMPICILINA  250mg/5ml SUSPENSION ORAL | FRASCO X 60 ML. GEN-FAR S.A@AMPICILINA@0@0@2@@0
1163B0040020@BETAMETASONA 4mg/1ml SOLUCION INYECTABLE | CAJA X 10. VITALIS@BETAMETASONA@4@0@10@@0
140B0550002@INFLABON BUCAL 200mcg SOLUCION PARA INHALACION | FRASCO X 200dosis. CHALVER@BUDESONIDA@0@0@1@@0
1158C102A1233@BIOCALCIUM D 500mg/200ui POLVO PARA DISOLVER | CAJA X 30 SOBRES. TECNOQUIMICAS@CALCIO CARBONATO+VITAMINA D@30@0@60@@90
1125C120A1298@OTOSEC HC 1%/0.3% SOLUCION OTICA | FRASCO X 10ml. SIEGFRIED@CIPROFLOXACINA + HIDROCORTISONA@1@0@3@@6
180C0211073@CLOZAM  0.5mg TABLETA | CAJA X 30. HUMAX@CLONAZEPAM@5@0@10@@0
199C0340001@COLCHICINA MINIPACK 0.5mg TABLETA | CAJA X 300. LAPROFF@COLCHICINA@75@0@150@@101
1161C1640002@CRANBERRY 560MG CAPSULA | FRASCO X 50. VARIOS E IMPORTADOS@CRANBERRY+ARANDANO@25@0@50@@100
132D0391582@PRADAXA 110mg CAPSULA | CAJA X 60. BOEHRINGER@DABIGATRAN ETEXILATO@7@0@15@@0
147D0511627@DESONIDA TOPICA 0.05% EMULSION | FRASCO X 120ml. SIEGFRIED@DESONIDA@3@0@6@@0
1144D0061444@DELTAFLUORENE 0.75mg TABLETA | CAJA X 20. SANOFI-AVENTIS@DEXAMETASONA@60@0@120@@0
192D0161491@DICLOXACILINA 500mg CAPSULA | CAJA X 200. LA SANTE@DICLOXACILINA@4@0@8@@0
1E101D0860001@DROSPERA 20 3mg/0.02mg TABLETA | CAJA X 28. EXELTIS@DROSPIRENONA+ETINILESTRADIOL@28@0@56@@0
171D0891720@AVODART 0.5mg CAPSULA | CAJA X 30. GLAXO@DUTASTERIDA@127@0@255@@0
1125E0281829@CLENOX 80mg/0.8ml SOLUCION INYECTABLE | CAJA X 1. PROCAPS@ENOXAPARINA@34@0@69@@0
140E0280003@ENOXPAR 80mg SOLUCION INYECTABLE | CAJA X 2. CHALVER@ENOXAPARINA@10@0@21@@1
1145E0320001@ATERGIT 0.05gr/5ml SOLUCION OFTALMICAS | CAJA X 1. SCANDINAVIA@EPINASTINA CLORHIDRATO@1@0@2@@0
146E0201802@ERITROPOYETINA 4000ui SOLUCION INYECTABLE | CAJA X 1. DELTA@ERITROPOYETINA@4@0@8@@422
1101E0381871@ESOMEPRAZOL 40mg TABLETA | CAJA X 100. LEGRAND@ESOMEPRAZOL@75@0@150@@45
1158E0690001@ISOKLON 3mg TABLETA | CAJA X 14. TECNOQUIMICAS@ESZOPICLONA@1@0@4@@0
171F0182062@TELZIR 700mg TABLETA | FRASCO X 60. GLAXO@FOSAMPRENAVIR@45@0@90@@0
1128F0750001@FLEET ENEMA 16+6g SOLUCION RECTAL | FRASCO X 133ml. QUIDECA@FOSFATO DE SODIO DIBASICO+MONO@17@0@36@@1233
168F0172059@FUROSEMIDA 40mg TABLETA | CAJA X 300. GEN-FAR S.A@FUROSEMIDA@225@0@450@@60
160G0032202@GENTAMICINA 0.1% CREMA | TUBO X 40G. PROCAPS@GENTAMICINA (SULFATO)@0@0@1@@0
1157H0282437@DROPYAL 25mg SOLUCION INYECTABLE | FRASCO X 2.5ml. TECNOFARMA@HIALURONATO DE SODIO@0@0@1@@0
142H0142411@HIDROXICINA JARABE 0.25% SOLUCION ORAL | FRASCO X 120ML. COASPHARMA@HIDROXICINA@0@0@2@@0
1124L0280001@FENEBRA 100mg TABLETA | CAJA X 28. PISA FARMACEUTICA DE COLOMBIA@LAMOTRIGINA@371@0@742@@28
1109L0062775@EUTIROX 100mcg TABLETA | CAJA X 50. MERCK@LEVOTIROXINA SODICA@37@0@75@@0
1158M0573278@METRONIDAZOL+NISTATINA 500mg+100000ui OVULO O TABLETA VAGINAL | CAJA X 10. TECNOQUIMICAS@METRONIDAZOL+NISTATINA@8@0@17@@0
1G003M0680001@FUROMET 50mcg SUSPENSION PARA INHALAR | FRASCO X 120 dosis. GLENMARK PHARMACEUTICALS@MOMETASONA@69@0@139@@0
1158M0680004@RINAID SPRAY 10g SUSPENSION PARA INHALAR | FRASCO X 60 dosis. TECNOQUIMICAS@MOMETASONA@23@0@48@@0
192O0160136@OLANZAPINA 10mg TABLETA | CAJA X 14. LA SANTE@OLANZAPINA@7@0@14@@0
1163P0053673@PENICILINA G BENZATINICA 1200000ui POLVO PARA INYECCION | CAJA X 10. VITALIS@PENICILINA G BENZATINICA@1@0@3@@297
1115P1240001@PEPRED 100mg SOLUCION ORAL | FRASCO X 100ml. NOVAMED@PREDNISOLONA@0@0@1@@0
1158P0273736@CORTIOFTAL 1% SOLUCION OFTALMICAS | FRASCO X 5mL. TECNOQUIMICAS@PREDNISOLONA@3@0@7@@62
1158R0054013@RIFAMPICINA 300mg CAPSULA | CAJA X 20. TECNOQUIMICAS@RIFAMPICINA@2@0@5@@4
1170R0334093@MUCOSINA PEDIATRICO 50mg/ml SOLUCION ORAL | FRASCO X 30ML. WYETH CONSUMER@S+CARBOXIMETILCISTEINA LISINATO@0@0@1@@0
198S0374215@EROXIM 50mg TABLETA | CAJA X 4. LAFRANCOL@SILDENAFIL@29@0@59@@0
198S0374216@EROXIM 50mg TABLETA | CAJA X 2. LAFRANCOL@SILDENAFIL@13@0@26@@0
127S0140001@ANTEPSIN 1gr TABLETA | CAJA X 10. BIOQUIFAR@SUCRALFATO@7@0@15@@180
